#The following SEDs are for the blue horizontal branch stars in the catalog
#These are Kurucz models
#sedfilename,number
km10_5000.fits_g45_5140,16
km10_4500.fits_g05_4620,410
km10_5250.fits_g30_5370,227
km10_5500.fits_g40_5520,36
km10_4750.fits_g15_4990,566
km10_5000.fits_g50_5200,78
km10_5750.fits_g20_5910,302
km10_5250.fits_g05_5450,221
km10_5750.fits_g30_5790,128
km10_5250.fits_g35_5290,70
km10_5250.fits_g40_5450,8
km10_5500.fits_g05_5500,197
km10_4750.fits_g50_4930,10
km10_5500.fits_g10_5660,327
km10_5500.fits_g20_5700,808
km10_5250.fits_g10_5430,576
km10_5500.fits_g25_5560,1100
km10_5500.fits_g25_5700,361
km10_5250.fits_g25_5490,997
km10_5000.fits_g05_5000,360
km10_4250.fits_g05_4470,6
km10_5750.fits_g35_5750,339
km10_4750.fits_g00_4770,852
km10_5250.fits_g35_5430,129
km10_5500.fits_g30_5640,939
km10_5500.fits_g30_5580,678
km10_5250.fits_g30_5270,80
km10_5250.fits_g05_5310,402
km10_5250.fits_g10_5270,822
km10_5250.fits_g25_5310,414
km10_5250.fits_g30_5410,182
km10_5250.fits_g20_5250,712
km10_5250.fits_g40_5270,3
km10_4500.fits_g05_4720,929
km10_5250.fits_g20_5450,1117
km10_5250.fits_g25_5370,724
km10_6000.fits_g25_6100,135
km10_6250.fits_g30_6290,32
km10_5250.fits_g15_5270,1291
km10_4750.fits_g00_4790,913
km15_4500.fits_g05_4640,585
km10_4750.fits_g10_4850,531
km10_5250.fits_g30_5250,51
km10_5500.fits_g15_5540,598
km10_5250.fits_g25_5410,960
km10_5500.fits_g25_5600,843
km10_5250.fits_g30_5470,320
km10_5250.fits_g35_5330,49
km10_5500.fits_g40_5640,137
km10_5500.fits_g30_5680,1094
km10_5250.fits_g40_5310,24
km15_4750.fits_g00_4910,2045
km10_5750.fits_g15_5990,17
km10_4750.fits_g25_4970,31
km10_5750.fits_g20_5830,535
km10_5500.fits_g30_5620,914
km10_5750.fits_g35_5770,421
km10_4750.fits_g50_4830,41
km10_4500.fits_g00_4700,506
km10_5250.fits_g15_5370,1454
km10_4750.fits_g15_4970,609
km10_5000.fits_g05_5100,89
km10_5250.fits_g40_5250,2
km15_4750.fits_g05_4850,631
km10_5250.fits_g40_5490,4
km10_5000.fits_g00_5120,805
km15_4750.fits_g05_4830,580
km10_5750.fits_g15_5910,57
km10_5750.fits_g15_5950,35
km10_5250.fits_g35_5350,59
km10_6000.fits_g25_6160,125
km10_5500.fits_g20_5740,636
km15_4750.fits_g15_4910,12
km15_4750.fits_g05_4910,852
km10_5500.fits_g25_5580,1046
km15_5000.fits_g00_5000,1227
km10_4500.fits_g05_4740,749
km10_5500.fits_g35_5740,361
km15_4250.fits_g00_4490,835
km10_4750.fits_g25_4950,14
km10_5750.fits_g15_5830,163
km10_4750.fits_g05_4930,770
km10_5500.fits_g05_5560,12
km10_5750.fits_g15_5930,59
km10_5000.fits_g05_5060,95
km10_5250.fits_g20_5350,1276
km10_5250.fits_g40_5390,42
km10_5250.fits_g40_5430,36
km15_5000.fits_g05_5100,1090
km10_5500.fits_g10_5740,107
km15_4750.fits_g15_4950,10
km10_5500.fits_g40_5500,17
km10_5250.fits_g25_5270,275
km10_5000.fits_g10_5180,1054
km15_5000.fits_g25_5180,1
km10_4500.fits_g50_4700,18
km15_4250.fits_g05_4450,249
km10_5000.fits_g10_5140,724
km10_5500.fits_g40_5600,133
km10_5500.fits_g15_5560,575
km10_5750.fits_g15_5750,410
km10_5500.fits_g20_5520,1109
km15_5000.fits_g25_5200,8
km10_5250.fits_g25_5290,331
km10_5250.fits_g35_5410,108
km10_5000.fits_g05_5120,284
km10_5500.fits_g05_5520,51
km10_5750.fits_g15_5970,23
km10_5750.fits_g15_5810,211
km10_5500.fits_g20_5540,902
km10_5500.fits_g20_5580,962
km10_4750.fits_g10_4810,251
km10_5500.fits_g30_5600,812
km10_5000.fits_g00_5180,633
km10_4750.fits_g30_4930,2
km10_5750.fits_g40_5930,26
km10_4750.fits_g50_4870,28
km10_5500.fits_g35_5560,7
km15_4750.fits_g15_4990,16
km10_5000.fits_g15_5000,566
km10_5000.fits_g15_5220,1358
km10_5500.fits_g10_5640,352
km10_5750.fits_g20_5810,589
km10_5500.fits_g15_5600,626
km10_5750.fits_g20_5890,349
km15_5250.fits_g20_5370,234
km10_5750.fits_g20_5950,184
km15_5250.fits_g20_5390,269
km15_5000.fits_g05_5200,588
km10_5000.fits_g20_5080,295
km10_5750.fits_g30_5830,58
km10_4750.fits_g00_4990,895
km15_5000.fits_g10_5160,448
km15_4500.fits_g05_4740,559
km10_6000.fits_g15_6000,15
km10_5000.fits_g15_5240,1126
km10_6000.fits_g25_6040,215
km10_4750.fits_g05_4810,959
km10_5000.fits_g10_5000,506
km10_5000.fits_g00_5100,889
km10_5250.fits_g50_5350,28
km15_5250.fits_g00_5470,14
km10_5500.fits_g25_5640,725
km15_5250.fits_g15_5350,476
km10_5500.fits_g35_5640,81
km10_5500.fits_g25_5660,581
km10_5000.fits_g30_5160,16
km10_5000.fits_g00_5240,356
km15_5250.fits_g25_5350,56
km10_6000.fits_g25_6200,8
km10_6000.fits_g30_6220,81
km15_5250.fits_g25_5490,237
km15_5500.fits_g05_5580,22
km15_5250.fits_g35_5430,2
km10_5000.fits_g20_5240,867
km10_5500.fits_g40_5540,40
km10_5000.fits_g25_5080,55
km15_5500.fits_g05_5600,13
km15_4250.fits_g00_4410,2
km15_4250.fits_g00_4450,165
km15_4500.fits_g10_4700,33
km15_5250.fits_g45_5450,2
km15_4250.fits_g05_4490,768
km10_5500.fits_g10_5680,264
km15_5500.fits_g15_5580,424
km10_5500.fits_g20_5640,936
km10_5000.fits_g10_5100,659
km10_5000.fits_g45_5240,22
km10_5500.fits_g25_5540,1178
km10_5000.fits_g35_5000,2
km15_5250.fits_g50_5350,9
km15_5500.fits_g15_5700,642
km10_5500.fits_g30_5660,951
km15_5500.fits_g10_5660,257
km10_5750.fits_g10_5790,12
km10_5000.fits_g50_5040,25
km15_5500.fits_g15_5720,622
km15_4750.fits_g00_4950,1801
km10_5000.fits_g10_5020,777
km10_5250.fits_g00_5270,240
km10_5000.fits_g20_5180,716
km15_5500.fits_g30_5540,124
km10_5500.fits_g35_5540,73
km10_5500.fits_g35_5700,317
km10_5500.fits_g35_5620,19
km10_5500.fits_g35_5680,275
km10_5500.fits_g40_5620,138
km10_5750.fits_g15_5790,265
km15_4500.fits_g00_4620,3030
km10_5000.fits_g15_5180,1219
km15_5500.fits_g30_5700,400
km15_4500.fits_g00_4660,3257
km10_5000.fits_g05_5040,208
km10_5750.fits_g15_5890,56
km10_5000.fits_g10_5120,702
km15_5500.fits_g35_5540,42
km10_5000.fits_g15_5080,1134
km10_5000.fits_g20_5120,390
km10_5000.fits_g30_5040,15
km10_5750.fits_g20_5930,226
km10_5000.fits_g30_5220,50
km15_5500.fits_g35_5620,90
km10_5000.fits_g25_5120,79
km10_5000.fits_g35_5040,5
km10_5500.fits_g40_5560,47
km10_5000.fits_g45_5020,21
km15_5500.fits_g40_5620,11
km10_5000.fits_g35_5180,18
km10_5750.fits_g35_5810,547
km15_4500.fits_g05_4720,669
km10_5000.fits_g20_5140,468
km10_5500.fits_g40_5680,37
km10_5250.fits_g05_5350,331
km10_5750.fits_g20_5970,163
km15_4500.fits_g00_4720,3124
km10_5000.fits_g15_5040,916
km15_4750.fits_g00_4870,2262
km10_5000.fits_g20_5000,86
km10_5250.fits_g05_5490,116
km15_4750.fits_g05_4750,481
km15_4750.fits_g05_4870,758
km15_5500.fits_g45_5640,4
km10_5000.fits_g25_5240,150
km10_5750.fits_g25_5870,222
km15_4750.fits_g05_4810,560
km10_5750.fits_g25_5930,428
km10_5750.fits_g40_5910,1
km10_6000.fits_g20_6040,81
km15_5500.fits_g50_5660,4
km15_4500.fits_g10_4740,32
km10_5000.fits_g50_5220,53
km10_5750.fits_g35_5790,452
km10_5250.fits_g10_5490,400
km10_6000.fits_g30_6200,84
km10_5000.fits_g40_5080,6
km10_5750.fits_g45_5770,1
km15_4500.fits_g05_4600,866
km10_4750.fits_g05_4970,766
km15_5750.fits_g15_5790,309
km15_4750.fits_g15_4750,1
km10_5000.fits_g35_5020,3
km10_5000.fits_g40_5160,16
km15_5750.fits_g15_5850,161
km15_5750.fits_g15_5930,61
km10_5000.fits_g40_5120,4
km15_5500.fits_g20_5700,1695
km15_4750.fits_g15_4790,4
km15_5750.fits_g35_5790,290
km10_6000.fits_g20_6000,91
km10_6000.fits_g30_6160,63
km15_5750.fits_g35_5850,256
km15_4500.fits_g10_4660,15
km15_4750.fits_g15_4810,4
km15_5750.fits_g35_5950,554
km10_5250.fits_g15_5410,1160
km15_4500.fits_g10_4680,19
km10_5000.fits_g35_5060,9
km15_5500.fits_g35_5720,150
km10_5250.fits_g20_5390,1218
km15_5750.fits_g45_5790,8
km10_5250.fits_g15_5250,1129
km15_4750.fits_g50_4970,3
km10_5000.fits_g45_5060,50
km15_6000.fits_g30_6160,534
km10_5250.fits_g25_5330,482
km15_4750.fits_g50_4990,1
km15_5000.fits_g05_5080,1039
km15_5000.fits_g05_5180,655
km10_5000.fits_g40_5220,7
km15_5000.fits_g00_5160,728
km15_5000.fits_g15_5000,12
km15_5500.fits_g35_5740,151
km15_5000.fits_g05_5220,561
km15_4500.fits_g00_4680,3300
km10_5250.fits_g30_5310,153
km15_6000.fits_g40_6000,108
km15_4750.fits_g00_4830,2294
km10_4750.fits_g50_4890,14
km10_5000.fits_g05_5160,530
km10_5000.fits_g45_5160,10
km10_5500.fits_g10_5540,433
km15_4750.fits_g00_4790,2310
km10_5000.fits_g15_5100,1163
km15_4750.fits_g00_4810,2310
km15_5000.fits_g50_5060,5
km15_5000.fits_g00_5020,1393
km15_5250.fits_g00_5390,75
km10_5250.fits_g00_5370,11
km15_5500.fits_g50_5540,2
km15_4250.fits_g05_4430,4
km10_5250.fits_g35_5390,98
km15_5000.fits_g10_5140,440
km15_6000.fits_g40_6100,223
km10_5000.fits_g35_5160,24
km15_5500.fits_g50_5640,1
km10_5500.fits_g10_5560,391
km15_5750.fits_g15_5750,304
km15_5250.fits_g00_5430,34
km10_5000.fits_g15_5160,1201
km10_5250.fits_g45_5250,17
km15_4750.fits_g15_4870,5
km15_5250.fits_g05_5270,413
km15_4500.fits_g05_4580,990
km15_5000.fits_g10_5080,316
km15_5000.fits_g25_5220,12
km10_5000.fits_g40_5180,12
km15_5000.fits_g00_5040,1487
km15_5000.fits_g20_5080,3
km15_4750.fits_g00_4890,2169
km10_5000.fits_g45_5120,31
km15_5750.fits_g15_5890,88
km15_6000.fits_g40_6120,231
km10_5250.fits_g45_5370,1
km15_5000.fits_g50_5100,3
km15_6000.fits_g40_6140,195
km15_4750.fits_g00_4990,1361
km15_5250.fits_g05_5290,412
km15_6250.fits_g30_6310,205
km15_4750.fits_g10_4910,130
km15_5000.fits_g50_5120,4
km15_5250.fits_g05_5330,376
km10_5500.fits_g05_5540,33
km15_5250.fits_g10_5430,455
km15_5000.fits_g00_5080,1550
km15_4750.fits_g05_4990,652
km15_4750.fits_g50_4950,7
km15_5000.fits_g50_5240,8
km15_4750.fits_g10_4950,145
km15_5250.fits_g10_5310,1
km15_4750.fits_g10_4970,174
km15_5250.fits_g05_5390,306
km15_5000.fits_g05_5060,1052
km15_5250.fits_g15_5370,486
km20_4250.fits_g05_4450,153
km15_5250.fits_g05_5490,203
km20_4250.fits_g05_4490,88
km15_5250.fits_g15_5390,507
km15_5000.fits_g05_5160,840
km15_5250.fits_g10_5370,367
km15_5000.fits_g15_5220,149
km10_5000.fits_g50_5000,15
km10_5250.fits_g05_5290,419
km15_5000.fits_g00_5100,1491
km10_5000.fits_g45_5220,7
km15_5000.fits_g10_5040,224
km15_5750.fits_g15_5970,74
km15_5000.fits_g10_5060,263
km15_5750.fits_g30_5750,384
km15_4750.fits_g50_4870,1
km15_6000.fits_g30_6200,389
km15_5000.fits_g05_5020,837
km20_4750.fits_g00_4810,202
km15_5250.fits_g10_5450,411
km10_5250.fits_g00_5290,192
km15_5000.fits_g05_5120,1067
km20_5000.fits_g00_5020,584
km15_5250.fits_g15_5270,288
km15_5000.fits_g15_5080,2
km10_5000.fits_g20_5100,346
km10_5250.fits_g10_5310,739
km15_5250.fits_g25_5430,142
km20_5000.fits_g00_5060,715
km15_5000.fits_g15_5140,3
km15_5250.fits_g10_5470,450
km15_5000.fits_g25_5240,10
km15_5250.fits_g45_5390,3
km15_5000.fits_g20_5200,10
km20_4500.fits_g00_4580,2772
km15_5000.fits_g10_5020,179
km15_5250.fits_g15_5450,5
km15_5250.fits_g20_5410,304
km10_5250.fits_g15_5450,1040
km15_5500.fits_g05_5560,51
km15_5000.fits_g50_5000,3
km10_5250.fits_g20_5290,1199
km10_5000.fits_g20_5160,596
km20_4500.fits_g00_4720,465
km15_5000.fits_g10_5180,404
km10_5500.fits_g25_5520,1168
km10_5250.fits_g20_5430,1141
km15_5250.fits_g25_5290,24
km15_5000.fits_g45_5180,1
km10_5250.fits_g10_5350,667
km15_5000.fits_g15_5020,8
km15_5250.fits_g50_5390,3
km10_5250.fits_g25_5250,187
km15_5500.fits_g15_5740,440
km10_5250.fits_g05_5270,382
km20_4500.fits_g05_4740,8
km15_5000.fits_g50_5180,5
km15_5000.fits_g20_5060,2
km15_5250.fits_g00_5250,270
km15_5250.fits_g00_5330,176
km15_5250.fits_g00_5350,116
km10_5500.fits_g20_5620,1034
km15_5250.fits_g05_5410,289
km10_5000.fits_g25_5160,101
km20_5250.fits_g00_5290,332
km20_5250.fits_g05_5430,256
km10_5250.fits_g00_5310,131
km10_5250.fits_g25_5390,817
km15_5250.fits_g50_5450,7
km10_5250.fits_g35_5470,144
km15_5250.fits_g30_5350,17
km10_5250.fits_g00_5330,69
km15_5250.fits_g10_5250,428
km15_5000.fits_g50_5220,1
km10_5250.fits_g20_5490,1133
km10_5000.fits_g30_5240,41
km10_5250.fits_g10_5290,839
km20_5250.fits_g05_5470,306
km10_5250.fits_g35_5270,47
km10_5250.fits_g40_5290,2
km15_5500.fits_g20_5500,453
km20_5500.fits_g25_5660,63
km10_5250.fits_g40_5330,37
km15_5250.fits_g30_5470,87
km15_5500.fits_g35_5680,106
km10_5250.fits_g05_5470,183
km15_5250.fits_g10_5350,294
km15_5250.fits_g15_5310,398
km15_5250.fits_g15_5470,263
km20_5250.fits_g05_5450,303
km15_5250.fits_g25_5470,257
km10_5250.fits_g20_5270,1082
km15_5500.fits_g10_5560,449
km15_5250.fits_g35_5450,15
km15_5500.fits_g10_5600,415
km20_5750.fits_g15_5870,215
km15_5500.fits_g40_5740,36
km20_5750.fits_g20_5850,857
km15_5250.fits_g15_5430,346
km20_5250.fits_g10_5410,451
km10_5250.fits_g45_5270,15
km20_5250.fits_g15_5470,79
km15_5500.fits_g45_5600,6
km20_5500.fits_g10_5620,416
km15_5500.fits_g20_5580,852
km15_5250.fits_g35_5490,15
km15_5500.fits_g25_5620,633
km15_5750.fits_g15_5990,30
km20_5750.fits_g20_5870,687
km15_5250.fits_g20_5350,165
km15_5500.fits_g30_5520,100
km10_5250.fits_g25_5470,1265
km15_5750.fits_g20_5810,1121
km10_5000.fits_g45_5180,5
km10_5250.fits_g15_5330,1713
km15_5250.fits_g50_5250,5
km15_5500.fits_g45_5560,7
km10_5500.fits_g45_5580,15
km20_5500.fits_g15_5660,764
km15_5500.fits_g50_5500,3
km15_5250.fits_g05_5350,397
km15_5250.fits_g25_5270,23
km15_5750.fits_g20_5910,436
km10_5500.fits_g25_5680,491
km15_5500.fits_g05_5540,81
km15_5250.fits_g35_5410,1
km15_5250.fits_g10_5410,429
km15_5250.fits_g25_5370,59
km15_5500.fits_g20_5540,696
km10_5250.fits_g35_5250,52
km10_5000.fits_g50_5140,60
km15_5250.fits_g40_5450,1
km10_5250.fits_g50_5330,36
km15_5500.fits_g50_5680,5
km20_5500.fits_g20_5740,913
km10_5500.fits_g30_5720,530
km15_5750.fits_g35_5890,348
km10_5500.fits_g35_5500,89
km20_5750.fits_g50_5950,4
km15_5250.fits_g25_5450,165
km10_5250.fits_g35_5490,100
km10_5500.fits_g10_5500,420
km15_5250.fits_g15_5290,352
km15_5500.fits_g25_5740,990
km15_5500.fits_g15_5500,770
km10_5500.fits_g10_5600,344
km20_5500.fits_g25_5640,17
km20_6000.fits_g20_6100,705
km15_5250.fits_g30_5450,62
km20_6000.fits_g35_6080,775
km15_5500.fits_g10_5500,250
km20_6000.fits_g40_6060,129
km15_5250.fits_g50_5330,11
km15_5500.fits_g15_5620,509
km15_5500.fits_g30_5580,174
km10_5750.fits_g20_5750,707
km10_5500.fits_g15_5500,673
km20_5500.fits_g25_5720,314
km15_5500.fits_g45_5520,2
km20_5750.fits_g20_5770,1194
km10_5250.fits_g00_5390,7
km20_5750.fits_g25_5770,559
km15_5500.fits_g15_5680,659
km20_5750.fits_g25_5830,1102
km15_5500.fits_g45_5740,7
km20_5750.fits_g25_5870,1402
km10_5500.fits_g35_5660,173
km10_5500.fits_g05_5580,3
km15_5750.fits_g10_5770,51
km10_5500.fits_g15_5620,647
km20_6250.fits_g25_6270,82
km20_6250.fits_g30_6370,1435
km15_5500.fits_g50_5620,2
km10_5250.fits_g05_5390,287
km15_5500.fits_g15_5540,179
km20_6500.fits_g45_6540,24
km15_5500.fits_g15_5600,493
km15_5750.fits_g20_5790,1286
km15_5750.fits_g40_5810,83
km15_5750.fits_g20_5930,415
km15_5750.fits_g40_5970,20
km15_5750.fits_g25_5970,957
km10_5500.fits_g15_5640,652
km20_6500.fits_g50_6720,5
km25_4250.fits_g00_4470,1749
km15_5750.fits_g45_5770,9
km25_5000.fits_g05_5240,95
km10_5750.fits_g25_5990,261
km10_5250.fits_g10_5330,653
km10_5250.fits_g20_5310,1268
km10_5500.fits_g45_5540,3
km15_5500.fits_g20_5600,1010
km10_5250.fits_g15_5290,1136
km10_5250.fits_g20_5370,1191
km20_5750.fits_g25_5890,1465
km10_5750.fits_g15_5850,124
km15_5500.fits_g30_5660,345
km10_5750.fits_g20_5870,457
km10_5250.fits_g20_5470,1235
km15_5500.fits_g20_5680,1661
km15_5750.fits_g30_5790,587
km10_5500.fits_g20_5600,1228
km15_5500.fits_g25_5500,223
km15_5750.fits_g40_5830,84
km15_6000.fits_g20_6080,372
km15_5500.fits_g25_5520,350
km15_6000.fits_g20_6120,58
km10_5250.fits_g25_5350,593
km25_5250.fits_g00_5250,29
km15_5750.fits_g25_5950,1053
km10_5750.fits_g20_5770,626
km10_6000.fits_g25_6060,204
km20_5750.fits_g25_5970,1119
km15_5500.fits_g40_5660,25
km15_5750.fits_g45_5970,10
km15_6000.fits_g30_6100,813
km25_5250.fits_g05_5410,63
km10_6000.fits_g25_6120,133
km15_5750.fits_g30_5770,482
km15_5500.fits_g40_5640,21
km10_5750.fits_g25_5850,2
km15_5500.fits_g50_5700,3
km10_5250.fits_g25_5450,1168
km10_5750.fits_g30_5750,137
km15_6000.fits_g50_6000,11
km20_5750.fits_g30_5950,1116
km25_5250.fits_g10_5410,239
km25_5500.fits_g10_5700,64
km15_5750.fits_g10_5790,31
km15_5750.fits_g50_5950,4
km15_5750.fits_g10_5810,20
km15_5750.fits_g30_5930,1297
km15_6000.fits_g20_6040,185
km15_5750.fits_g25_5930,1214
km15_5750.fits_g20_5950,361
km15_5750.fits_g35_5910,403
km15_6000.fits_g30_6020,1211
km15_5750.fits_g30_5870,973
km15_5750.fits_g25_5750,1010
km15_6000.fits_g35_6080,639
km10_5500.fits_g15_5520,576
km15_5500.fits_g25_5540,402
km15_5750.fits_g35_5970,671
km10_5500.fits_g10_5580,383
km10_6000.fits_g30_6180,64
km10_5250.fits_g30_5350,197
km10_5500.fits_g20_5660,867
km15_6000.fits_g50_6020,11
km15_5750.fits_g45_5810,6
km10_6250.fits_g30_6250,46
km20_4500.fits_g05_4660,18
km15_6000.fits_g25_6000,663
km25_5500.fits_g15_5700,111
km15_6000.fits_g25_6220,819
km15_5750.fits_g40_5790,72
km15_5750.fits_g30_5950,1555
km20_5750.fits_g40_5850,23
km15_5750.fits_g40_5890,97
km20_5750.fits_g40_5910,39
km15_5750.fits_g45_5890,58
km10_5750.fits_g30_5850,7
km25_5500.fits_g20_5600,50
km10_5500.fits_g15_5660,619
km15_6000.fits_g35_6120,486
km15_5750.fits_g35_5870,298
km10_5500.fits_g20_5680,829
km15_5750.fits_g35_5990,518
km10_5500.fits_g25_5620,818
km20_4250.fits_g00_4330,10
km15_6250.fits_g30_6330,152
km20_4750.fits_g00_4890,281
km20_4250.fits_g00_4390,2152
km15_6000.fits_g30_6000,1166
km25_5750.fits_g15_5790,118
km20_5000.fits_g00_5120,695
km15_6000.fits_g30_6060,1066
km20_5000.fits_g00_5220,471
km15_6000.fits_g30_6240,281
km20_5750.fits_g50_5870,2
km15_5500.fits_g25_5700,987
km15_6000.fits_g35_6140,278
km15_5500.fits_g30_5560,170
km10_5500.fits_g30_5740,217
km15_5500.fits_g30_5600,227
km10_5500.fits_g25_5720,55
km15_5500.fits_g35_5580,47
km20_5750.fits_g50_5910,3
km10_5500.fits_g30_5560,580
km15_5500.fits_g35_5700,150
km20_6000.fits_g30_6000,970
km10_5500.fits_g45_5600,7
km10_5750.fits_g20_5990,108
km15_6000.fits_g45_6060,1
km15_4500.fits_g00_4540,2466
km20_5000.fits_g00_5240,346
km15_5750.fits_g45_5910,49
km20_6000.fits_g30_6100,1046
km15_6250.fits_g30_6270,269
km15_5500.fits_g40_5580,7
km10_5750.fits_g10_5770,16
km20_5250.fits_g00_5390,99
km10_5500.fits_g35_5520,120
km15_5750.fits_g45_5950,18
km20_4250.fits_g00_4350,125
km20_4750.fits_g00_4970,142
km20_5250.fits_g00_5450,78
km20_5250.fits_g00_5470,105
km10_5500.fits_g30_5700,1086
km20_5250.fits_g00_5490,55
km20_4500.fits_g00_4560,3295
km10_6000.fits_g25_6000,288
km20_4500.fits_g00_4680,741
km20_4250.fits_g00_4410,3361
km10_6000.fits_g25_6020,227
km25_5750.fits_g20_5770,133
km20_5500.fits_g05_5500,364
km10_6000.fits_g25_6080,208
km10_5750.fits_g10_5750,149
km20_4500.fits_g05_4540,47
km20_5250.fits_g15_5450,8
km20_5000.fits_g00_5100,772
km25_5750.fits_g20_5810,131
km20_5000.fits_g05_5160,270
km10_6000.fits_g25_6180,205
km15_5500.fits_g40_5720,35
km20_6000.fits_g40_6020,134
km15_5750.fits_g15_5910,69
km15_4250.fits_g00_4470,494
km15_5750.fits_g20_5770,1487
km10_6000.fits_g30_6240,78
km15_5750.fits_g20_5830,833
km10_5250.fits_g35_5370,77
km10_6000.fits_g30_6120,5
km20_6000.fits_g50_6000,3
km20_5000.fits_g05_5200,514
km10_5500.fits_g15_5580,597
km20_5250.fits_g00_5250,289
km20_4250.fits_g00_4430,4537
km20_5250.fits_g15_5490,132
km10_5500.fits_g15_5680,641
km20_4250.fits_g05_4430,140
km20_5500.fits_g10_5700,318
km15_4500.fits_g05_4500,807
km15_5750.fits_g50_5790,6
km15_4500.fits_g05_4660,624
km20_5500.fits_g05_5520,94
km20_5500.fits_g15_5540,477
km10_5500.fits_g20_5500,1191
km25_5750.fits_g35_5870,17
km20_6250.fits_g35_6490,509
km20_5500.fits_g15_5500,87
km15_4750.fits_g05_4890,759
km20_6500.fits_g45_6580,26
km15_5750.fits_g20_5870,590
km25_5750.fits_g40_5970,15
km15_4250.fits_g05_4470,606
km15_5750.fits_g25_5790,1555
km25_4250.fits_g00_4490,641
km15_5750.fits_g30_5970,1592
km15_5750.fits_g50_5930,1
km15_5750.fits_g35_5750,93
km20_5500.fits_g15_5560,568
km15_5750.fits_g40_5850,79
km20_5250.fits_g05_5290,453
km10_5750.fits_g25_5970,365
km10_5500.fits_g35_5720,454
km20_4250.fits_g05_4470,131
km15_4500.fits_g05_4620,707
km20_4500.fits_g00_4600,2088
km10_5500.fits_g40_5660,106
km20_5000.fits_g00_5080,792
km15_6000.fits_g20_6060,217
km20_5500.fits_g15_5740,607
km15_6000.fits_g25_6020,647
km20_5500.fits_g20_5720,1285
km15_6000.fits_g25_6060,533
km25_6000.fits_g20_6140,626
km25_4500.fits_g00_4500,343
km15_6000.fits_g25_6160,389
km15_5750.fits_g45_5750,5
km20_5750.fits_g10_5810,9
km25_5000.fits_g00_5020,118
km20_5750.fits_g25_5910,1455
km15_6000.fits_g30_6120,739
km25_5250.fits_g05_5390,84
km20_5750.fits_g25_5950,1090
km15_4750.fits_g00_4850,2245
km20_5250.fits_g10_5450,498
km15_6000.fits_g45_6040,7
km15_4500.fits_g00_4700,3282
km15_4500.fits_g05_4520,1130
km15_6250.fits_g30_6290,232
km10_5750.fits_g35_5830,621
km25_6000.fits_g30_6240,747
km20_5750.fits_g45_5950,5
km25_6000.fits_g35_6180,753
km20_5000.fits_g00_5160,599
km15_4500.fits_g00_4500,1175
km15_4750.fits_g10_4830,69
km15_4500.fits_g10_4640,6
km15_4750.fits_g05_4930,884
km15_4750.fits_g10_4930,122
km20_5500.fits_g40_5720,4
km15_4750.fits_g05_4970,854
km20_6000.fits_g25_6120,518
km25_5250.fits_g10_5430,178
km20_6000.fits_g35_6200,733
km20_5500.fits_g20_5640,575
km15_4500.fits_g00_4520,1944
km20_4250.fits_g00_4490,5698
km20_5750.fits_g15_5770,556
km20_5250.fits_g05_5330,396
km20_5250.fits_g05_5390,287
km25_5250.fits_g15_5490,177
km20_5500.fits_g25_5680,153
km25_5500.fits_g15_5620,144
km25_6000.fits_g40_6040,46
km20_5750.fits_g20_5830,1015
km25_5500.fits_g25_5700,111
km20_5750.fits_g15_5850,286
km25_5750.fits_g20_5790,137
km20_5750.fits_g20_5950,447
km15_5750.fits_g50_5870,3
km25_5750.fits_g20_5890,163
km10_5750.fits_g45_5790,3
km25_5750.fits_g20_5970,193
km20_6000.fits_g40_6140,194
km10_5500.fits_g25_5500,712
km20_4500.fits_g00_4620,1654
km20_5750.fits_g20_5930,518
km15_4750.fits_g10_4990,158
km20_5750.fits_g30_5850,413
km20_4500.fits_g00_4640,1323
km20_6000.fits_g40_6220,3
km15_6000.fits_g20_6100,385
km15_4750.fits_g15_4930,9
km25_6000.fits_g20_6040,173
km15_6000.fits_g30_6040,1114
km20_5500.fits_g15_5700,792
km15_4500.fits_g00_4600,2925
km10_5750.fits_g35_5850,428
km20_5750.fits_g25_5850,1266
km10_6000.fits_g20_6020,78
km20_4500.fits_g05_4620,27
km15_4750.fits_g15_4970,17
km15_5000.fits_g10_5100,348
km25_6000.fits_g25_6100,409
km15_5000.fits_g10_5200,310
km20_5500.fits_g35_5700,1
km20_5750.fits_g35_5890,188
km10_6250.fits_g30_6270,45
km20_6000.fits_g45_6200,2
km15_4500.fits_g15_4740,1
km20_5750.fits_g30_5910,772
km15_4750.fits_g05_4790,608
km15_5000.fits_g10_5240,296
km10_6000.fits_g30_6140,18
km20_5750.fits_g40_5770,7
km20_5750.fits_g30_5930,888
km15_4250.fits_g00_4430,34
km25_6000.fits_g45_6060,11
km15_5000.fits_g15_5200,51
km15_4500.fits_g00_4560,2837
km25_6250.fits_g35_6330,655
km15_4500.fits_g05_4540,1087
km25_6250.fits_g35_6470,1138
km20_4750.fits_g00_4850,255
km25_6250.fits_g40_6430,216
km20_4750.fits_g00_4990,136
km20_5750.fits_g40_5830,12
km20_5250.fits_g00_5430,47
km25_6000.fits_g25_6180,580
km10_5500.fits_g30_5500,284
km25_6000.fits_g25_6200,626
km15_6000.fits_g35_6000,568
km25_6250.fits_g50_6290,5
km25_6000.fits_g40_6140,177
km25_6500.fits_g40_6520,264
km20_6250.fits_g25_6250,919
km15_5000.fits_g00_5120,1143
km20_6250.fits_g35_6330,507
