#The following SEDs are for the blue horizontal branch stars in the catalog
#These are Kurucz models
#sedfilename,number
km30_6250.fits_g35_6410,341
km30_6250.fits_g45_6470,18
km25_6000.fits_g30_6140,1058
km30_6250.fits_g40_6410,131
km40_6250.fits_g35_6250,71
km35_6000.fits_g40_6220,44
km35_6250.fits_g30_6290,373
km20_4750.fits_g05_4750,4
km20_5250.fits_g00_5270,281
km40_6250.fits_g35_6330,87
km35_5250.fits_g20_5390,6
km20_5250.fits_g10_5350,287
km30_5250.fits_g20_5370,9
km35_5250.fits_g20_5430,14
km20_5250.fits_g05_5270,494
km40_6250.fits_g45_6450,6
km30_6250.fits_g40_6430,105
km20_5500.fits_g10_5680,386
km30_5500.fits_g05_5620,7
km30_6250.fits_g40_6450,108
km20_5750.fits_g10_5770,60
km20_5750.fits_g15_5810,405
km40_6500.fits_g45_6580,4
km25_6000.fits_g35_6160,642
km30_5500.fits_g25_5500,1
km30_6250.fits_g50_6250,4
km25_6250.fits_g35_6390,733
km40_6500.fits_g50_6700,2
km20_5250.fits_g00_5310,270
km20_5250.fits_g05_5370,331
km30_6250.fits_g50_6310,4
km20_5500.fits_g10_5740,165
km20_5500.fits_g15_5520,369
km45_3750.fits_g20_3930,2714
km20_5500.fits_g15_5620,634
km45_4000.fits_g05_4160,3286
km30_6250.fits_g50_6350,3
km30_5500.fits_g30_5660,1
km20_5500.fits_g25_5700,227
km35_6250.fits_g35_6390,173
km30_6250.fits_g50_6370,10
km20_5000.fits_g00_5000,138
km45_4750.fits_g00_4990,2
km25_6250.fits_g40_6370,270
km25_6250.fits_g45_6290,38
km30_6250.fits_g45_6270,21
km20_5750.fits_g20_5750,677
km20_4250.fits_g00_4370,808
km45_5000.fits_g05_5060,3
km30_5500.fits_g10_5660,68
km20_5750.fits_g25_5790,783
km35_5250.fits_g25_5450,1
km30_6500.fits_g40_6540,150
km30_5500.fits_g30_5700,1
km30_5500.fits_g15_5500,178
km30_6250.fits_g50_6410,2
km20_5750.fits_g30_5870,512
km30_5500.fits_g15_5540,240
km45_5000.fits_g10_5200,3
km30_6500.fits_g45_6540,23
km20_5000.fits_g05_5140,122
km45_5500.fits_g10_5640,27
km40_6000.fits_g30_6120,5
km35_5500.fits_g15_5640,106
km40_6000.fits_g35_6120,69
km35_5500.fits_g20_5540,38
km20_5250.fits_g10_5490,403
km20_5750.fits_g15_5750,561
km20_5750.fits_g30_5990,955
km30_5750.fits_g10_5750,16
km20_5500.fits_g10_5600,445
km30_5750.fits_g20_5830,620
km20_5750.fits_g15_5970,246
km35_6250.fits_g45_6430,9
km30_6500.fits_g50_6600,4
km35_6500.fits_g35_6520,201
km35_4250.fits_g00_4250,2303
km20_5250.fits_g00_5370,138
km20_5250.fits_g10_5290,5
km35_5500.fits_g25_5560,5
km20_5250.fits_g05_5310,418
km25_6250.fits_g50_6410,4
km35_6500.fits_g45_6640,8
km20_5750.fits_g10_5790,14
km35_5000.fits_g05_5020,8
km25_6250.fits_g50_6470,7
km45_5750.fits_g10_5810,78
km20_5250.fits_g10_5330,199
km30_5500.fits_g15_5560,173
km40_4000.fits_g00_4240,3008
km30_5500.fits_g15_5640,164
km20_5500.fits_g10_5500,365
km30_5750.fits_g20_5890,363
km25_6500.fits_g40_6560,307
km35_5750.fits_g05_5750,1
km45_5750.fits_g10_5830,86
km30_6500.fits_g50_6740,7
km35_4250.fits_g00_4290,276
km20_5750.fits_g35_5950,341
km35_5750.fits_g25_5970,77
km20_5750.fits_g20_5890,636
km20_5500.fits_g15_5600,640
km45_5750.fits_g15_5870,29
km40_6000.fits_g45_6140,1
km35_5250.fits_g00_5410,1
km35_6000.fits_g20_6020,167
km20_5750.fits_g35_5990,364
km35_6000.fits_g45_6220,8
km45_5750.fits_g15_5930,46
km35_5250.fits_g05_5390,89
km35_5250.fits_g05_5410,98
km40_5000.fits_g05_5160,109
km35_5250.fits_g10_5310,196
km20_5750.fits_g15_5790,402
km40_5500.fits_g10_5560,46
km35_5000.fits_g05_5000,4
km45_5750.fits_g20_5950,35
km35_5250.fits_g10_5330,248
km20_5750.fits_g20_5810,1110
km40_6000.fits_g45_6220,3
km35_5250.fits_g10_5370,276
km45_6000.fits_g25_6060,9
km20_5500.fits_g10_5640,443
km20_5750.fits_g25_5990,750
km30_5500.fits_g20_5680,129
km40_5500.fits_g25_5600,1
km20_5750.fits_g50_5970,1
km40_6000.fits_g45_6240,3
km30_5750.fits_g25_5970,852
km40_6250.fits_g40_6410,21
km40_5750.fits_g10_5750,26
km20_5500.fits_g00_5500,56
km20_5750.fits_g20_5790,1174
km20_5500.fits_g10_5720,276
km20_6000.fits_g20_6140,243
km35_5250.fits_g15_5250,1
km35_6250.fits_g35_6290,220
km35_5500.fits_g10_5540,90
km35_6250.fits_g35_6370,194
km35_5250.fits_g15_5490,165
km35_5500.fits_g20_5520,40
km35_6250.fits_g40_6270,57
km40_6250.fits_g50_6270,1
km35_6250.fits_g40_6310,54
km20_5500.fits_g15_5680,768
km40_6500.fits_g40_6560,19
km20_6000.fits_g30_6240,615
km45_6000.fits_g30_6160,6
km30_5750.fits_g30_5790,1
km20_5500.fits_g20_5620,23
km35_6250.fits_g50_6370,1
km20_6000.fits_g35_6020,528
km35_6500.fits_g40_6560,82
km35_5500.fits_g20_5620,47
km35_5500.fits_g05_5620,9
km40_5750.fits_g10_5810,28
km20_5500.fits_g05_5600,1
km40_6500.fits_g40_6600,40
km40_5750.fits_g20_5850,70
km35_6500.fits_g45_6680,16
km20_6000.fits_g40_6080,147
km40_4250.fits_g00_4330,674
km45_6250.fits_g35_6350,122
km25_6500.fits_g40_6580,578
km20_6000.fits_g40_6180,58
km20_5500.fits_g40_5600,2
km20_5750.fits_g35_5750,1
km35_5500.fits_g10_5600,59
km30_5750.fits_g30_5910,136
km40_5750.fits_g20_5890,76
km20_6000.fits_g45_6040,18
km40_6500.fits_g45_6560,3
km25_6500.fits_g50_6620,2
km30_5250.fits_g15_5450,401
km40_5750.fits_g30_5850,5
km20_5500.fits_g40_5660,1
km30_5750.fits_g30_5990,385
km20_6000.fits_g50_6080,3
km30_5750.fits_g25_5790,81
km40_5750.fits_g30_5890,3
km50_5000.fits_g00_5240,148
km20_5750.fits_g10_5750,267
km30_5750.fits_g25_5910,730
km30_6000.fits_g15_6020,42
km40_4750.fits_g00_4990,11
km30_5750.fits_g45_5970,2
km20_5750.fits_g15_5950,232
km20_5750.fits_g35_5910,289
km30_6000.fits_g20_6160,30
km40_6500.fits_g50_6540,2
km30_6000.fits_g30_6180,646
km40_5750.fits_g30_5990,2
km50_5250.fits_g00_5270,137
km35_5750.fits_g25_5990,81
km20_5500.fits_g35_5720,2
km30_6000.fits_g30_6020,656
km35_5500.fits_g15_5500,87
km20_6000.fits_g50_6100,2
km30_6000.fits_g35_6200,355
km30_5500.fits_g10_5500,58
km40_5000.fits_g05_5080,21
km20_5750.fits_g35_5790,12
km40_5250.fits_g00_5270,29
km40_6000.fits_g25_6100,51
km50_5250.fits_g10_5250,20
km20_5750.fits_g35_5870,94
km40_6000.fits_g35_6000,21
km35_5500.fits_g15_5560,119
km20_5750.fits_g25_5810,922
km20_5500.fits_g40_5680,1
km35_5750.fits_g35_5970,15
km20_6250.fits_g30_6350,1149
km35_6000.fits_g20_6000,157
km30_6000.fits_g45_6060,2
km50_5250.fits_g15_5490,187
km35_6250.fits_g30_6270,342
km40_6500.fits_g50_6660,2
km35_6250.fits_g30_6310,438
km40_5250.fits_g00_5490,1
km35_5500.fits_g20_5560,35
km40_6250.fits_g45_6270,5
km30_5500.fits_g10_5580,60
km20_5750.fits_g35_5970,390
km20_6250.fits_g45_6490,14
km30_5500.fits_g10_5700,56
km20_5750.fits_g15_5830,329
km40_6250.fits_g45_6290,5
km35_6250.fits_g35_6270,222
km20_5750.fits_g40_5970,104
km30_5500.fits_g15_5520,250
km50_5500.fits_g05_5740,7
km20_6500.fits_g45_6560,23
km50_5500.fits_g10_5580,177
km30_5500.fits_g15_5740,162
km40_6250.fits_g45_6350,5
km50_5500.fits_g10_5600,170
km45_4000.fits_g05_4180,1818
km45_4000.fits_g05_4200,385
km20_5750.fits_g30_5790,88
km20_5750.fits_g15_5930,195
km35_5500.fits_g20_5740,47
km30_6000.fits_g45_6220,25
km30_6000.fits_g35_6120,359
km50_5500.fits_g10_5700,139
km20_5750.fits_g45_5870,3
km40_5250.fits_g05_5290,100
km35_6250.fits_g35_6310,195
km25_4250.fits_g00_4410,7747
km35_5500.fits_g25_5720,4
km40_6250.fits_g45_6490,4
km45_4250.fits_g00_4270,4312
km35_5750.fits_g15_5870,60
km30_6000.fits_g40_6180,109
km35_6000.fits_g25_6060,342
km50_5500.fits_g15_5620,226
km40_5250.fits_g15_5250,1
km30_6000.fits_g45_6240,19
km30_6000.fits_g45_6140,11
km50_5500.fits_g20_5560,29
km40_5250.fits_g15_5310,8
km35_6000.fits_g30_6000,3
km20_6000.fits_g25_6000,720
km35_6000.fits_g30_6100,293
km20_5750.fits_g40_5750,1
km40_5250.fits_g15_5350,22
km35_6000.fits_g30_6240,291
km40_5250.fits_g15_5410,59
km35_6250.fits_g35_6470,203
km50_5500.fits_g25_5560,1
km50_5750.fits_g15_5890,158
km40_5500.fits_g05_5500,13
km40_5500.fits_g10_5640,32
km30_6000.fits_g50_6080,1
km30_6250.fits_g30_6370,704
km30_6250.fits_g35_6350,370
km40_6250.fits_g50_6310,1
km30_6250.fits_g35_6430,405
km25_4250.fits_g05_4270,493
km50_5750.fits_g25_5850,29
km30_6500.fits_g45_6600,22
km30_6250.fits_g50_6430,4
km25_4250.fits_g05_4290,780
km35_6250.fits_g50_6350,1
km20_5750.fits_g30_5810,235
km20_5750.fits_g45_5850,6
km20_5750.fits_g30_5890,662
km30_6500.fits_g50_6540,3
km20_6000.fits_g25_6160,559
km40_5500.fits_g10_5740,20
km20_6000.fits_g30_6160,909
km40_5500.fits_g15_5640,80
km20_5750.fits_g35_5930,280
km40_5500.fits_g20_5740,28
km20_6000.fits_g30_6080,1068
km40_5000.fits_g00_5020,58
km30_6500.fits_g50_6620,3
km20_5750.fits_g35_5830,47
km40_6500.fits_g45_6620,3
km30_6500.fits_g40_6520,127
km20_5750.fits_g45_5910,7
km35_4000.fits_g05_4200,816
km45_5000.fits_g00_5200,52
km35_6000.fits_g35_6080,2
km35_4000.fits_g05_4160,529
km20_5750.fits_g40_5810,5
km50_6000.fits_g20_6120,110
km40_5750.fits_g25_5970,29
km50_6000.fits_g30_6100,42
km45_3750.fits_g30_3830,730
km40_5250.fits_g00_5450,7
km20_5750.fits_g45_5970,11
km20_6000.fits_g35_6000,345
km45_5000.fits_g00_5220,53
km35_6000.fits_g40_6120,41
km25_4250.fits_g05_4330,359
km35_6250.fits_g30_6330,411
km40_6000.fits_g20_6040,67
km25_4250.fits_g05_4370,68
km30_5500.fits_g25_5520,6
km20_6000.fits_g30_6180,891
km35_4250.fits_g00_4310,52
km30_5750.fits_g25_5830,268
km45_5000.fits_g05_5120,34
km40_5250.fits_g00_5470,2
km20_6000.fits_g50_6180,4
km35_6250.fits_g35_6450,238
km50_6000.fits_g30_6160,32
km20_6250.fits_g35_6270,518
km20_6000.fits_g25_6200,579
km20_5750.fits_g45_5810,4
km35_5000.fits_g05_5100,84
km45_5000.fits_g05_5200,88
km35_5000.fits_g00_5020,89
km35_6250.fits_g45_6250,5
km50_6000.fits_g35_6020,1
km25_4500.fits_g00_4720,14
km40_6000.fits_g35_6200,107
km50_6000.fits_g35_6080,41
km40_5250.fits_g15_5290,2
km45_4000.fits_g00_4220,1343
km30_6000.fits_g25_6000,589
km20_6000.fits_g40_6040,118
km35_6500.fits_g40_6540,46
km30_6000.fits_g25_6020,648
km20_6250.fits_g30_6310,669
km40_5500.fits_g05_5660,3
km20_6000.fits_g25_6240,883
km20_6000.fits_g30_6020,1246
km30_6000.fits_g35_6020,82
km35_6500.fits_g45_6600,11
km50_6000.fits_g35_6120,98
km20_6250.fits_g30_6330,811
km45_4000.fits_g10_4120,618
km20_6000.fits_g40_6120,182
km40_6000.fits_g35_6240,80
km20_6000.fits_g50_6160,2
km20_6000.fits_g30_6120,1064
km45_5000.fits_g00_5000,13
km35_5000.fits_g10_5140,7
km35_6500.fits_g50_6700,1
km25_4500.fits_g00_4740,18
km35_5250.fits_g00_5350,17
km50_6000.fits_g45_6200,1
km40_5750.fits_g15_5750,55
km40_6250.fits_g45_6250,4
km45_5000.fits_g10_5240,13
km35_5250.fits_g00_5370,14
km45_5250.fits_g05_5370,58
km30_6000.fits_g40_6040,9
km45_5250.fits_g05_5470,48
km45_5250.fits_g10_5270,29
km45_5250.fits_g10_5290,49
km30_6250.fits_g40_6490,106
km40_5750.fits_g25_5990,21
km40_4000.fits_g05_4120,2
km40_6000.fits_g20_6140,67
km20_6000.fits_g35_6120,706
km30_6250.fits_g45_6370,35
km35_5250.fits_g00_5390,15
km45_5250.fits_g15_5450,124
km50_6250.fits_g35_6290,233
km25_4750.fits_g00_4750,23
km50_6250.fits_g35_6370,233
km20_6250.fits_g35_6350,495
km40_6500.fits_g45_6500,3
km20_6250.fits_g40_6410,164
km50_6250.fits_g45_6290,5
km35_5500.fits_g00_5520,2
km40_6000.fits_g45_6200,5
km40_6500.fits_g45_6600,4
km40_4000.fits_g10_4060,27
km20_6500.fits_g45_6680,14
km35_5500.fits_g05_5560,12
km45_5250.fits_g20_5490,10
km45_5250.fits_g10_5390,141
km40_6500.fits_g45_6680,7
km45_5250.fits_g10_5470,87
km40_6250.fits_g40_6310,38
km20_6500.fits_g45_6600,39
km50_6500.fits_g45_6640,11
km40_6500.fits_g40_6580,26
km40_4250.fits_g00_4370,15
km25_5000.fits_g05_5160,95
km35_5250.fits_g00_5450,3
km45_3750.fits_g25_3850,1234
km20_6000.fits_g35_6180,756
km40_6500.fits_g45_6520,6
km45_5500.fits_g05_5640,5
m3.4Full.dat,24509
km35_5250.fits_g00_5470,2
m3.7Full.dat,22043
km35_5250.fits_g05_5250,88
km35_5500.fits_g05_5640,6
km35_5250.fits_g15_5370,71
m4.8Full.dat,16633
km45_5250.fits_g05_5250,83
km25_4250.fits_g00_4430,5523
km35_5250.fits_g20_5410,9
km45_5250.fits_g15_5350,14
km20_6500.fits_g45_6640,43
km45_5250.fits_g20_5410,3
km45_5500.fits_g10_5600,29
km35_5500.fits_g10_5660,53
km25_5000.fits_g05_5200,116
km35_5500.fits_g10_5700,47
km45_5250.fits_g20_5450,8
km45_5500.fits_g10_5620,18
km35_5500.fits_g15_5540,144
km40_5000.fits_g00_5040,55
km45_5500.fits_g05_5500,20
km35_5500.fits_g15_5580,113
km35_5500.fits_g15_5620,142
m6.2Full.dat,23641
km20_5750.fits_g45_5990,8
km35_5500.fits_g20_5600,49
km35_5500.fits_g10_5500,78
km45_5500.fits_g15_5620,68
km35_5500.fits_g15_5520,139
km45_5500.fits_g15_5640,52
km45_5500.fits_g10_5500,34
km45_5500.fits_g05_5540,11
km20_6000.fits_g45_6120,19
km45_5750.fits_g15_5850,27
km35_5500.fits_g25_5700,7
km45_5500.fits_g15_5580,72
km20_5750.fits_g50_5890,3
km35_5500.fits_g25_5640,4
km25_5000.fits_g05_5100,74
km45_5750.fits_g20_5750,16
m6.6Full.dat,4278
km20_6000.fits_g25_6060,666
km45_5750.fits_g05_5750,3
km35_5500.fits_g25_5740,6
km20_6000.fits_g25_6080,665
km25_5000.fits_g10_5200,38
km25_5250.fits_g05_5250,107
km25_5000.fits_g00_5080,103
km45_5750.fits_g15_5890,45
km45_5750.fits_g20_5850,31
km25_5250.fits_g10_5330,233
km40_5000.fits_g10_5200,11
km45_5750.fits_g15_5950,47
km25_5000.fits_g05_5140,98
km40_5250.fits_g00_5290,23
km25_5000.fits_g00_5220,54
km45_5750.fits_g20_5890,30
km25_5250.fits_g05_5370,74
km45_5750.fits_g30_5830,1
km45_5500.fits_g05_5660,3
km20_6500.fits_g50_6680,1
km20_6000.fits_g30_6040,1180
km35_5750.fits_g15_5810,70
km30_6250.fits_g50_6450,2
km25_5250.fits_g10_5390,223
km35_5750.fits_g20_5870,82
km35_5750.fits_g15_5930,49
km20_6250.fits_g40_6330,4
km25_5250.fits_g10_5290,221
km35_5750.fits_g25_5950,45
km35_5750.fits_g15_5990,46
km45_5000.fits_g00_5240,40
km45_5500.fits_g15_5500,57
km45_5750.fits_g30_5890,8
km40_5250.fits_g15_5430,78
km35_5750.fits_g30_5850,1
km45_5750.fits_g30_5930,18
km45_6000.fits_g15_6020,44
km45_5250.fits_g05_5410,53
km45_6000.fits_g25_6200,54
km45_6000.fits_g35_6140,50
km25_5250.fits_g10_5450,195
km45_5500.fits_g15_5680,55
km20_6250.fits_g40_6370,71
km40_5500.fits_g05_5560,5
km30_6500.fits_g50_6720,2
km45_5750.fits_g20_5970,34
km35_5750.fits_g30_5930,2
km35_5000.fits_g00_5100,80
km25_4250.fits_g00_4310,944
km35_5000.fits_g00_5120,85
km45_6250.fits_g30_6270,125
km25_5250.fits_g10_5270,186
km40_5500.fits_g05_5620,14
km25_5500.fits_g05_5540,9
km25_4250.fits_g05_4350,128
km45_5750.fits_g10_5890,20
km45_5750.fits_g25_5890,2
km45_5750.fits_g15_5910,25
km35_5750.fits_g30_5890,3
km45_6250.fits_g30_6290,183
km20_6500.fits_g50_6660,3
km45_6250.fits_g35_6310,59
km45_6250.fits_g35_6410,83
km35_5750.fits_g40_5990,1
km25_5500.fits_g15_5740,81
km45_6250.fits_g35_6470,56
km40_5500.fits_g10_5620,41
km35_5000.fits_g00_5160,72
km35_6000.fits_g40_6140,41
km45_5750.fits_g25_5970,7
km45_6000.fits_g20_6120,41
km25_5500.fits_g20_5540,28
km25_5500.fits_g20_5620,74
km25_5500.fits_g20_5700,83
km35_6000.fits_g45_6100,2
km25_5750.fits_g25_5830,470
km35_6250.fits_g35_6410,148
km25_5750.fits_g30_5790,56
km25_5500.fits_g05_5500,13
km40_5500.fits_g20_5560,26
km45_5750.fits_g25_5930,4
km45_5500.fits_g05_5600,9
km25_5500.fits_g10_5580,81
km45_6000.fits_g25_6000,5
km45_6500.fits_g40_6500,25
km25_4250.fits_g05_4390,20
km20_6000.fits_g35_6060,747
km25_5500.fits_g20_5500,6
km45_5750.fits_g30_5850,1
km25_5750.fits_g30_5850,199
km35_6000.fits_g20_6040,145
km25_5500.fits_g20_5740,89
km25_5500.fits_g25_5740,142
km40_5500.fits_g25_5680,1
km25_4500.fits_g00_4560,68
km45_6000.fits_g20_6000,19
km45_5750.fits_g10_5850,66
km45_6000.fits_g35_6220,57
km40_5750.fits_g20_5810,50
km20_6000.fits_g50_6140,3
km25_4750.fits_g00_4810,7
km45_6500.fits_g45_6640,4
km45_6000.fits_g40_6100,2
km50_5000.fits_g00_5140,273
km40_5750.fits_g20_5970,81
km25_5750.fits_g10_5790,42
km35_5000.fits_g10_5100,1
km45_6000.fits_g20_6040,51
km25_5750.fits_g30_5890,319
km25_5750.fits_g15_5850,124
km35_6000.fits_g50_6180,6
km45_6000.fits_g25_6100,22
km50_5000.fits_g10_5180,2
km35_5250.fits_g00_5270,58
km25_5750.fits_g20_5930,158
km25_5750.fits_g25_5770,322
km35_5500.fits_g05_5580,19
km35_5500.fits_g10_5560,68
km25_5500.fits_g25_5660,29
km25_5000.fits_g00_5040,116
km25_5750.fits_g15_5890,138
km45_6000.fits_g30_6180,36
km25_4500.fits_g00_4620,26
km45_6000.fits_g40_6220,11
km25_5750.fits_g30_5770,10
km45_6250.fits_g35_6270,47
km45_6250.fits_g35_6450,76
km25_5750.fits_g35_5890,65
km50_3750.fits_g20_3910,6707
km35_6250.fits_g40_6470,52
km25_5750.fits_g35_5990,214
km35_6000.fits_g50_6220,1
km50_5250.fits_g05_5250,275
km40_5750.fits_g35_5930,1
km50_5250.fits_g15_5370,30
km50_5750.fits_g15_5850,158
km35_6250.fits_g50_6450,1
km25_6000.fits_g30_6200,870
km45_5750.fits_g25_5850,4
km25_6000.fits_g35_6100,618
km25_5750.fits_g30_5870,271
km35_6250.fits_g35_6430,211
km35_5500.fits_g10_5720,41
km45_5750.fits_g30_5910,8
km35_6250.fits_g35_6490,205
km25_5750.fits_g35_5850,1
km35_6250.fits_g50_6490,1
km40_5000.fits_g00_5060,66
km25_5750.fits_g35_5910,88
km35_5500.fits_g15_5660,107
km35_5500.fits_g20_5500,23
km40_5750.fits_g35_5950,2
km35_6500.fits_g45_6580,7
km45_6000.fits_g30_6200,111
km25_5750.fits_g40_5910,4
km45_6000.fits_g15_6000,61
km50_3750.fits_g25_3870,3768
km45_6000.fits_g25_6160,45
km25_6000.fits_g20_6000,147
km25_6000.fits_g35_6240,559
km40_5000.fits_g00_5240,24
km40_4250.fits_g00_4390,5
km25_6000.fits_g20_6100,312
km45_6000.fits_g35_6160,58
km25_4750.fits_g00_4970,130
km25_6000.fits_g45_6120,21
km40_5000.fits_g05_5040,3
km35_5500.fits_g20_5700,43
km45_6250.fits_g45_6250,1
km45_6000.fits_g30_6020,13
km25_5000.fits_g05_5040,14
km35_5750.fits_g10_5770,26
km40_6000.fits_g20_6060,77
km40_5000.fits_g10_5140,1
km25_5750.fits_g45_5950,2
km40_5250.fits_g05_5370,74
km45_6250.fits_g45_6370,1
km25_6000.fits_g20_6120,407
km25_6000.fits_g25_6060,198
km45_6000.fits_g35_6060,38
km50_5750.fits_g25_5890,27
km25_5000.fits_g00_5200,63
km50_4000.fits_g05_4140,2604
km25_6000.fits_g30_6040,739
km40_6000.fits_g25_6000,22
km20_6250.fits_g35_6410,567
km40_5000.fits_g05_5240,115
km50_5750.fits_g30_5870,1
km25_5000.fits_g00_5240,41
km25_6000.fits_g25_6040,160
km40_5250.fits_g10_5410,130
km40_5250.fits_g10_5430,174
km50_4000.fits_g00_4200,163
km25_6000.fits_g25_6240,610
km40_5250.fits_g05_5310,85
km35_5750.fits_g10_5890,20
km25_6000.fits_g35_6080,549
km40_5500.fits_g05_5580,10
km50_5000.fits_g10_5220,12
km20_6250.fits_g35_6430,500
km50_5250.fits_g00_5450,45
km40_5250.fits_g05_5330,74
km45_6000.fits_g35_6100,45
km25_6000.fits_g50_6080,3
km50_4000.fits_g10_4040,148
km25_6000.fits_g40_6240,187
km40_5500.fits_g15_5660,67
km50_5000.fits_g00_5180,207
km50_5000.fits_g05_5200,164
km40_5250.fits_g10_5250,23
km25_6000.fits_g45_6220,36
km25_6000.fits_g35_6200,650
km25_5000.fits_g05_5080,45
km50_5500.fits_g10_5720,143
km25_5250.fits_g00_5270,33
km25_6000.fits_g40_6060,75
km45_6000.fits_g45_6100,1
km25_6250.fits_g40_6250,153
km45_6250.fits_g35_6370,67
km40_5500.fits_g25_5520,1
km20_6250.fits_g35_6470,1261
km50_5500.fits_g15_5540,216
km45_6250.fits_g40_6330,13
km20_6500.fits_g40_6500,185
km50_5250.fits_g05_5270,318
km45_6250.fits_g40_6390,13
km50_6000.fits_g30_6060,64
km25_6000.fits_g50_6060,3
km25_5000.fits_g05_5220,105
km40_5750.fits_g25_5830,13
km20_6750.fits_g50_6750,4
km50_5250.fits_g10_5270,46
km50_6250.fits_g40_6410,78
km50_5250.fits_g10_5470,510
km25_5250.fits_g00_5470,1
km25_5250.fits_g00_5310,8
km40_5750.fits_g35_5990,15
km25_5250.fits_g10_5490,95
km25_5250.fits_g15_5350,54
km50_6250.fits_g45_6410,4
km25_6250.fits_g30_6370,1525
km35_5750.fits_g20_5830,67
km25_5250.fits_g15_5410,144
km25_6250.fits_g40_6270,213
km45_6250.fits_g40_6410,8
km50_6500.fits_g45_6520,5
km25_4250.fits_g05_4310,630
km25_6250.fits_g30_6270,820
km40_6000.fits_g25_6240,133
km25_6250.fits_g40_6450,258
km40_5500.fits_g05_5680,2
km35_6000.fits_g20_6140,151
km40_6000.fits_g20_6180,55
km35_6000.fits_g25_6080,346
km35_6000.fits_g30_6220,379
km40_6000.fits_g30_6060,4
km45_6500.fits_g40_6520,29
km25_6250.fits_g50_6310,2
km40_6000.fits_g25_6160,166
L3_9Full.dat,262
km35_6000.fits_g35_6100,8
L4_3Full.dat,821
km25_5250.fits_g15_5370,67
km35_6250.fits_g35_6250,157
km40_6000.fits_g30_6080,8
km40_6000.fits_g35_6080,56
km50_5250.fits_g20_5450,6
m3.0Full.dat,27870
km50_5000.fits_g00_5120,178
km25_5500.fits_g05_5600,3
m4.1Full.dat,19723
km40_5500.fits_g10_5500,35
m7.1Full.dat,1836
km40_6000.fits_g30_6140,60
km50_5500.fits_g10_5640,146
km50_5000.fits_g05_5180,135
km25_4250.fits_g05_4450,1
km50_5500.fits_g20_5580,26
km25_5250.fits_g15_5390,116
km40_6000.fits_g40_6160,15
km25_6250.fits_g45_6310,41
km50_5000.fits_g05_5240,188
km40_6000.fits_g35_6020,27
km50_5500.fits_g20_5620,41
km50_5250.fits_g00_5250,134
km40_6000.fits_g35_6220,86
km25_5500.fits_g05_5620,3
km25_6500.fits_g45_6540,37
km25_5500.fits_g10_5560,91
km40_5500.fits_g10_5720,30
km35_6250.fits_g40_6390,42
km25_6250.fits_g35_6450,750
km50_5500.fits_g20_5720,61
km25_4500.fits_g00_4520,226
km50_5250.fits_g10_5430,549
km40_6250.fits_g35_6490,128
km40_6000.fits_g40_6080,6
km40_6000.fits_g40_6140,22
km40_6000.fits_g40_6200,20
km25_5750.fits_g10_5830,16
km40_5500.fits_g15_5520,73
km25_6250.fits_g45_6450,48
km25_6500.fits_g50_6660,3
km40_6250.fits_g45_6370,7
km40_6250.fits_g30_6270,165
km40_6250.fits_g30_6310,200
km50_5500.fits_g05_5720,34
km50_5500.fits_g15_5580,208
km50_5500.fits_g20_5540,15
km25_4500.fits_g00_4600,31
km25_6500.fits_g45_6500,15
km40_5500.fits_g20_5720,59
km40_6250.fits_g35_6390,123
km40_5500.fits_g25_5720,6
km25_6500.fits_g45_6600,50
km25_4500.fits_g00_4640,9
km40_6500.fits_g50_6620,1
km50_5750.fits_g10_5750,152
km50_5500.fits_g25_5660,4
km40_5750.fits_g15_5870,52
km40_6250.fits_g40_6350,29
km25_4500.fits_g00_4700,5
km25_6250.fits_g50_6250,2
km50_5500.fits_g10_5500,313
km25_6500.fits_g40_6500,143
km50_5750.fits_g15_5790,215
km25_5500.fits_g15_5640,147
km50_5750.fits_g20_5790,123
km50_5500.fits_g10_5540,233
km40_6250.fits_g50_6330,1
km50_5750.fits_g15_5870,159
km40_5750.fits_g20_5950,48
km45_3750.fits_g15_3990,643
km40_5750.fits_g25_5790,13
km50_5750.fits_g20_5850,150
km40_6500.fits_g40_6540,20
km25_6500.fits_g45_6680,112
km25_5500.fits_g15_5720,110
km50_5750.fits_g20_5770,114
km25_6500.fits_g40_6600,254
km25_5750.fits_g15_5810,113
km35_6250.fits_g40_6430,47
km30_4000.fits_g05_4240,2012
km25_6500.fits_g50_6720,8
km45_5000.fits_g00_5100,87
km30_4250.fits_g05_4290,298
km40_6000.fits_g30_6180,233
km25_5750.fits_g15_5830,140
km50_6000.fits_g35_6140,147
km25_5750.fits_g30_5950,499
km30_5000.fits_g00_5180,90
km50_5500.fits_g20_5500,15
km50_5500.fits_g20_5520,24
km50_5500.fits_g20_5640,53
km50_5750.fits_g25_5750,5
km45_5250.fits_g00_5370,20
km30_5000.fits_g00_5200,93
km50_5750.fits_g25_5830,10
km30_5000.fits_g05_5000,13
km25_6500.fits_g50_6600,3
km25_4750.fits_g00_4770,12
km25_4750.fits_g00_4830,17
km45_5250.fits_g05_5330,65
km40_6000.fits_g40_6240,14
km50_6000.fits_g25_6140,191
km50_5500.fits_g25_5700,5
km50_6000.fits_g45_6180,1
km50_6000.fits_g45_6220,2
km30_4250.fits_g00_4250,93
km45_5250.fits_g10_5310,87
km30_5000.fits_g05_5080,108
